"HFAi","treatment"
12.6241297643351,"去除叶际组"
-3.15145056696353,"去除叶际组"
4.9319405923209,"去除叶际组"
-4.6433994791886,"去除叶际组"
-5.26246894615578,"去除叶际组"
-8.38602837850243,"去除叶际组"
-6.44617267459511,"去除叶际组"
16.0090746733669,"去除叶际组"
-1.04028125085441,"去除叶际组"
0.692452364275841,"去除叶际组"
1.93687429599092,"去除叶际组"
11.8247587848534,"去除叶际组"
-5.6606383094478,"去除叶际组"
-10.4250715039204,"去除叶际组"
16.2569693240319,"去除叶际组"
-4.91163216905286,"去除叶际组"
-7.73065969939874,"去除叶际组"
-12.8627311888329,"去除叶际组"
-13.347157223178,"去除叶际组"
-6.23973479297987,"去除叶际组"
5.67985817166529,"去除叶际组"
10.5984813892972,"去除叶际组"
6.57588353835588,"去除叶际组"
-4.13657297095253,"去除叶际组"
0.0974993738460069,"去除叶际组"
-7.5459646368007,"去除叶际组"
